Site,Observer,Subpoint,VOR,PDB,DBHt,PW,WHt,PE,EHt,PA,AHt,PH,HHt,PL,LHt,PB
CreteCreek23,RR,7,0,0,0,1,0.1,0,0,0,0,1,0.4,3,0.2,5
CreteCreek23,RR,8,0,0,0,1,0.1,0,0,0,0,1,0.3,4,0.2,6
CreteCreek23,RR,9,0,0,0,1,0.2,0,0,0,0,2,0.9,3,0.2,5
CreteCreek23,RR,10,0,0,0,2,0.1,0,0,0,0,1,0.4,2,0.2,5
CreteCreek29,RA,1,0,0,0,1,0.4,3,0.7,0,0,4,1.9,1,0.4,0
CreteCreek29,RA,2,0,0,0,3,1.1,1,0.4,0,0,5,1.3,1,0.2,1
CreteCreek29,RA,3,0,0,0,2,0.4,3,0.6,0,0,3,1,2,0.2,1
CreteCreek29,RA,4,0,0,0,2,0.7,3,1.1,0,0,2,1.6,2,0.2,2
CreteCreek29,RA,5,0,0,0,1,0.5,3,0.4,0,0,3,0.9,2,0.3,1
CreteCreek29,RR,6,0,0,0,0,0,3,0.3,0,0,1,0.2,3,0.2,3
CreteCreek29,RR,7,0,0,0,2,0.2,4,0.3,0,0,1,0.6,3,0.2,2
CreteCreek29,RR,8,0,0,0,1,0.2,4,0.7,0,0,2,1,3,0.3,1
CreteCreek29,RR,9,0,0,0,1,0.3,3,1,0,0,2,0.4,3,0.4,2
CreteCreek29,RR,10,0,0,0,0,0,3,0.4,0,0,0,0,4,0.2,3
CreteCreek28,RA,1,0,0,0,0,0,4,0.4,0,0,2,1.5,2,0.1,2
CreteCreek28,RA,2,0.5,0,0,2,0.6,0,0,0,0,1,0.6,3,0.2,5
CreteCreek28,RA,3,0,0,0,0,0,4,0.4,0,0,3,1,3,0.2,0
CreteCreek28,RA,4,0,0,0,1,0.6,3,0.8,0,0,3,1.6,2,0.2,0
CreteCreek28,RA,5,0.5,0,0,1,0.8,1,0.6,0,0,6,2.3,0,0,1
CreteCreek28,RR,6,0,0,0,0,0,2,0.2,0,0,3,0.4,2,0.1,3
CreteCreek28,RR,7,0,0,0,0,0,4,0.3,0,0,3,2.5,1,0.1,2
CreteCreek28,RR,8,0,0,0,0,0,4,0.3,0,0,1,1.2,3,0.3,2
CreteCreek28,RR,9,0,0,0,3,2.6,4,0.3,0,0,2,0.6,2,0.1,1
CreteCreek28,RR,10,3,0,0,3,4.4,3,0.4,0,0,1,0.5,1,0.1,2
CreteCreek25,RA,1,0,0,0,0,0,4,0.5,0,0,0,0,2,0.1,2
CreteCreek25,RA,2,0,0,0,0,0,0,0,0,0,1,0.2,2,0.4,6
CreteCreek25,RA,3,0,0,0,0,0,1,0.3,0,0,1,0.5,3,0.1,5
CreteCreek25,RA,4,0,0,0,0,0,5,0.4,0,0,1,1.2,3,0.2,1
CreteCreek25,RA,5,0,0,0,0,0,5,0.2,0,0,0,0,2,0.3,1
CreteCreek25,RR,6,0,0,0,0,0,6,0.3,0,0,1,1.2,2,0.2,0
CreteCreek25,RR,7,0,0,0,0,0,3,0.5,0,0,1,0.4,3,0.2,4
CreteCreek25,RR,8,0,0,0,2,0.1,3,0.8,0,0,1,0.2,2,0.1,4
CreteCreek25,RR,9,0,0,0,0,0,3,0.5,0,0,1,0.3,3,0.2,4
CreteCreek25,RR,10,0.5,0,0,1,0.3,4,0.6,0,0,3,2.6,3,0.3,0
CreteCreek26,RA,1,0,0,0,0,0,3,0.3,0,0,1,0.2,4,0.1,3
CreteCreek26,RA,2,0,0,0,2,0.1,2,0.3,0,0,1,0.3,3,0.1,4
CreteCreek26,RA,3,0,0,0,0,0,2,0.9,0,0,0,0,3,0.2,4
CreteCreek26,RA,4,0,0,0,0,0,1,0.2,0,0,1,0.7,3,0.1,6
CreteCreek26,RA,5,0,0,0,0,0,1,0.4,0,0,1,0.4,4,0.2,5
CreteCreek26,RR,6,1,0,0,0,0,0,0,0,0,1,1,4,0.3,6
CreteCreek26,RR,7,0,0,0,0,0,0,0,0,0,1,1.1,2,0.1,6
CreteCreek26,RR,8,0,0,0,0,0,3,0.3,0,0,1,0.4,3,0.3,4
CreteCreek26,RR,9,0,0,0,0,0,0,0,0,0,1,0.2,4,0.2,6
CreteCreek26,RR,10,0,0,0,0,0,0,0,0,0,2,1.3,4,0.2,5
CreteCreek27,RA,1,0,0,0,0,0,0,0,0,0,0,0,3,0.01,6
CreteCreek27,RA,2,0.5,0,0,0,0,0,0,0,0,1,2.2,3,0.01,6
CreteCreek27,RA,3,0,0,0,0,0,1,1.7,0,0,1,0.6,2,0.02,6
CreteCreek27,RA,4,0,0,0,0,0,5,0.8,0,0,2,0.8,1,0.01,2
CreteCreek27,RA,5,0,0,0,3,0.2,0,0,0,0,3,1.2,1,0.01,3
CreteCreek27,RR,6,0,0,0,0,0,3,0.9,0,0,2,1,3,0.1,2
CreteCreek27,RR,7,0,0,0,1,0.3,3,0.3,0,0,3,1.5,4,0.3,1
CreteCreek27,RR,8,0,0,0,0,0,2,0.1,0,0,3,0.7,2,0.1,4
CreteCreek27,RR,9,0,0,0,0,0,2,0.1,0,0,2,1.1,5,0.2,1
CreteCreek27,RR,10,0,0,0,1,0.3,3,0.8,0,0,3,1.6,4,0.2,0
HortonCreek16,RR,10,0,1,0.3,0,0,4,0.6,0,0,1,1.8,5,0.4,1
HortonCreek15,RA,1,0.5,1,0.8,1,0.2,4,0.6,0,0,2,1.1,3,0.7,0
HortonCreek15,RA,2,0,2,0.4,0,0,3,0.3,0,0,1,2,4,0.6,1
HortonCreek15,RA,3,0.5,1,0.2,1,0.3,3,0.8,0,0,1,1.4,3,0.2,2
HortonCreek15,RA,4,0,2,0.5,0,0,4,0.9,0,0,2,1.8,2,0.5,0
HortonCreek15,RA,5,0,2,0.6,0,0,4,0.3,0,0,2,1.1,3,0.3,0
HortonCreek15,RR,6,1,2,1.2,1,1.8,4,1.8,0,0,2,3.1,3,0.8,0
HortonCreek15,RR,7,3,0,0,5,5.2,2,0.4,0,0,3,2.9,0,0,0
HortonCreek15,RR,8,1.5,1,0.3,1,1.5,3,1.1,0,0,3,2.2,4,0.4,1
HortonCreek15,RR,9,0.5,1,0.9,0,0,4,0.7,0,0,2,1.8,5,0.3,1
HortonCreek15,RR,10,0,1,0.4,0,0,4,1.4,0,0,2,1.3,5,0.6,0
HortonCreek14,RA,1,0,0,0,1,0.3,3,0.4,0,0,2,1.4,3,0.2,2
HortonCreek14,RA,2,0,1,0.9,1,0.3,4,1.1,0,0,1,1.4,3,0.5,0
HortonCreek14,RA,3,19,2,1.4,2,0.6,5,1.2,0,0,2,1.4,1,0.3,0
HortonCreek14,RA,4,0,2,0.8,1,0.4,4,0.4,0,0,2,1.3,1,0.2,1
HortonCreek14,RA,5,0,2,0.3,1,0.3,3,0.3,0,0,1,0.3,3,0.5,3
HortonCreek14,RR,6,0,1,0.3,0,0,4,0.9,0,0,1,0.7,3,0.2,1
HortonCreek14,RR,7,0.5,1,0.8,0,0,3,0.9,1,0.2,2,1.7,3,0.3,0
HortonCreek14,RR,8,0,2,0.8,0,0,3,0.6,0,0,1,1,4,0.2,2
HortonCreek14,RR,9,0,1,0.4,0,0,4,0.8,0,0,1,0.5,2,0.2,1
HortonCreek14,RR,10,0.5,0,0,2,0.5,3,0.8,0,0,2,2.1,2,0.1,0
HortonCreek13,RA,1,0.5,0,0,2,0.9,1,0.6,0,0,4,1.3,0,0,1
HortonCreek13,RA,2,0.5,0,0,3,1.1,3,0.6,0,0,3,3,0,0,1
HortonCreek13,RA,3,0.5,0,0,2,0.8,3,1.1,0,0,2,2.6,1,0.5,0
HortonCreek13,RA,4,0,0,0,2,1.3,4,1.4,0,0,2,1.2,2,0.4,1
HortonCreek13,RA,5,0.5,0,0,3,0.6,4,1.9,0,0,2,3.1,1,0.3,0
HortonCreek13,RR,6,0.5,0,0,4,0.9,0,0,0,0,2,1.9,0,0,3
HortonCreek13,RR,7,0.5,0,0,2,0.8,0,0,0,0,4,2.1,0,0,1
HortonCreek13,RR,8,0.5,0,0,4,0.8,4,1.6,0,0,3,1.7,0,0,0
HortonCreek13,RR,9,0.5,0,0,3,0.7,3,1.1,0,0,3,1.8,2,0.3,0
HortonCreek13,RR,10,0,0,0,1,0.5,5,1.5,0,0,1,1.6,3,0.5,1
HortonCreek12,RA,1,0,0,0,2,0.4,3,1.2,0,0,1,1.6,1,0.02,2
HortonCreek12,RA,2,0,0,0,2,0.6,4,0.4,0,0,2,1.1,2,0.4,1
HortonCreek12,RA,3,0,0,0,2,0.5,4,0.5,0,0,2,1.5,1,0.2,0
HortonCreek12,RA,4,0,0,0,1,0.2,3,0.4,0,0,1,0.7,2,0.05,1
HortonCreek12,RA,5,0,0,0,1,0.3,3,0.3,0,0,1,0.8,3,0.2,1
HortonCreek12,RR,6,0,0,0,1,0.3,4,0.5,0,0,1,1,3,0.3,1
HortonCreek12,RR,7,0,0,0,0,0,4,1.6,0,0,1,0.6,3,0.6,2
HortonCreek12,RR,8,0.5,0,0,1,0.4,4,0.8,0,0,1,2.9,4,0.5,0
HortonCreek12,RR,9,0.5,0,0,1,0.9,5,1.3,0,0,2,1.7,2,0.4,0
HortonCreek12,RR,10,0,0,0,2,0.4,3,0.6,0,0,1,1.7,4,0.2,3
HortonCreek11,RA,1,0,0,0,1,0.3,4,0.4,0,0,1,1.3,1,0.4,2
HortonCreek11,RA,2,0,0,0,1,0.4,3,1,0,0,2,1.1,3,0.4,2
HortonCreek11,RA,3,0,0,0,1,0.05,3,0.9,0,0,1,0.8,3,0.2,4
HortonCreek11,RA,4,0,0,0,0,0,4,0.5,0,0,1,1,3,0.05,2
HortonCreek11,RA,5,0,0,0,1,0.3,4,1,0,0,1,1.3,3,0.2,0
HortonCreek11,RR,6,0,0,0,0,0,3,0.7,0,0,1,2.6,4,0.3,3
HortonCreek11,RR,7,3,0,0,0,0,0,0,0,0,1,0.4,4,0.5,5
HortonCreek11,RR,8,0.5,0,0,0,0,4,0.9,0,0,1,0.6,3,0.3,4
HortonCreek11,RR,9,1,0,0,0,0,0,0,0,0,1,1.2,4,0.4,4
HortonCreek11,RR,10,3,0,0,0,0,3,0.8,0,0,2,1.6,3,0.2,4
HortonCreek17,RA,1,0,2,1.5,1,0.1,4,0.5,0,0,1,0.9,3,0.3,1
HortonCreek17,RA,2,0,0,0,0,0,5,0.2,0,0,2,2.4,3,0.3,1
HortonCreek17,RA,3,0,0,0,1,0.4,4,0.3,0,0,1,0.6,4,0.3,0
HortonCreek17,RA,4,0,0,0,1,0.2,3,0.3,0,0,1,0.8,4,0.2,1
HortonCreek17,RA,5,0,1,0.1,1,0.1,3,0.4,0,0,0,0,4,0.3,1
HortonCreek17,RR,6,0,0,0,1,0.4,3,0.3,0,0,1,1.2,5,0.3,0
HortonCreek17,RR,7,0,3,1.1,0,0,3,0.5,0,0,1,0.9,4,0.3,0
HortonCreek17,RR,8,0,0,0,0,0,4,0.3,0,0,1,0.4,4,0.2,2
HortonCreek17,RR,9,0,0,0,0,0,3,0.4,0,0,1,0.5,5,0.2,2
HortonCreek17,RR,10,0,0,0,0,0,3,0.3,0,0,1,0.7,4,0.1,3
HortonCreek18,RA,1,0,0,0,0,0,4,0.3,0,0,1,1.3,2,0.3,0
HortonCreek18,RA,2,0,0,0,1,0.2,3,0.2,0,0,1,0.9,3,0.2,2
HortonCreek18,RA,3,0.5,3,0.3,0,0,3,0.4,0,0,2,1.3,3,0.2,0
HortonCreek18,RA,4,0,1,0.4,1,1,3,0.3,0,0,2,1.5,3,0.2,0
HortonCreek18,RA,5,0,2,1,1,2,5,0.8,0,0,0,0,1,0.2,0
HortonCreek18,RR,6,0,2,0.8,0,0,3,0.7,0,0,1,1.1,3,0.3,0
HortonCreek18,RR,7,0.5,0,0,0,0,3,1.2,0,0,1,0.7,5,0.3,0
HortonCreek18,RR,8,1,0,0,0,0,6,1.8,0,0,1,1.4,3,0.5,0
HortonCreek18,RR,9,0,0,0,0,0,3,1.2,0,0,2,2,4,0.3,0
HortonCreek18,RR,10,0,1,0.8,0,0,4,0.4,0,0,0,0,4,0.5,2
HortonCreek19,RA,1,0.5,0,0,0,0,5,1.7,0,0,2,2,0,0,0
HortonCreek19,RA,2,0.5,0,0,1,0.6,6,1.3,0,0,1,1,1,0.3,0
HortonCreek19,RA,3,0.5,1,1,0,0,4,1.1,0,0,1,0.9,3,0.4,0
HortonCreek19,RA,4,0,1,0.3,0,0,5,1.1,0,0,1,0.8,2,0.2,1
HortonCreek19,RA,5,0.5,1,0.9,0,0,5,1,0,0,2,2,2,0.4,0
HortonCreek19,RR,6,0.5,0,0,0,0,5,1,0,0,2,1.5,3,0.2,0
HortonCreek19,RR,7,0.5,1,0.7,1,1.5,6,1.8,0,0,1,1.2,2,0.6,0
HortonCreek19,RR,8,1,3,1.8,2,2.8,5,1.7,0,0,2,2.4,0,0,0
HortonCreek19,RR,9,1.5,2,1.8,1,2.3,5,1.9,0,0,2,2.9,0,0,0
HortonCreek19,RR,10,1.5,3,2.4,0,0,5,1.7,0,0,2,2.2,1,0.7,0
HortonCreek110,RA,1,1.5,2,2.5,1,1.5,5,2.4,0,0,2,3.4,0,0,0
HortonCreek110,RA,2,1.5,2,1.5,0,0,3,1,0,0,2,2.3,3,0.4,0
HortonCreek110,RA,3,1,2,1.1,0,0,4,1.8,0,0,2,2.4,2,0.4,0
HortonCreek110,RA,4,1.5,2,1,2,1.3,4,1.4,0,0,3,3,2,0.5,0
HortonCreek110,RA,5,0.5,1,1.3,0,0,3,1.6,0,0,2,2.3,3,0.7,0
HortonCreek110,RR,6,3.5,0,0,6,22,0,0,0,0,4,5.3,0,0,0
HortonCreek110,RR,7,3,0,0,6,18.4,3,4.2,0,0,5,7.3,0,0,0
HortonCreek110,RR,8,2,1,3.5,0,0,5,3,0,0,2,4.9,0,0,0
HortonCreek110,RR,9,2.5,1,2.3,1,1.8,5,2.6,0,0,2,2.4,1,0.9,0
HortonCreek110,RR,10,1.5,1,0.3,0,0,3,2.5,0,0,3,2.9,4,0.6,1
HortonCreek111,RA,1,1,0,0,1,0.5,5,1.4,0,0,1,1.3,1,0.5,0
HortonCreek16,RA,1,0.5,3,0.6,0,0,4,0.5,0,0,1,0.9,3,0.2,0
HortonCreek16,RA,2,0,0,0,1,0.2,4,0.5,0,0,2,1.5,2,0.3,2
HortonCreek16,RA,3,0,2,0.4,0,0,4,1.5,0,0,2,1.3,3,0.4,0
HortonCreek16,RA,4,0,0,0,0,0,4,0.9,0,0,1,1.1,4,0.5,0
HortonCreek16,RA,5,0,0,0,1,0.7,5,0.6,0,0,1,0.8,2,0.5,0
HortonCreek16,RR,6,1.5,0,0,3,1,2,1.9,0,0,3,3.5,0,0,0
HortonCreek16,RR,7,0.5,0,0,0,0,4,0.8,0,0,2,1,5,0.6,0
HortonCreek16,RR,8,0.5,1,0.4,0,0,3,0.9,0,0,2,2.7,5,0.5,2
HortonCreek16,RR,9,0,1,0.7,0,0,3,1,0,0,1,1.5,5,0.6,0
HortonCreek113,RA,5,0,0,0,0,0,4,0.2,0,0,1,0.6,3,0.1,1
HortonCreek113,JT,6,0,1,0.3,3,0.2,4,0.2,0,0,1,0.7,3,0.2,0
HortonCreek113,JT,7,0,3,0.6,0,0,2,0.4,0,0,2,1.3,4,0.3,1
HortonCreek113,JT,8,0,0,0,1,0.3,3,0.6,0,0,1,0.7,5,0.3,0
HortonCreek113,JT,9,0,0,0,0,0,3,0.3,0,0,2,0.6,3,0.3,3
HortonCreek113,JT,10,0,0,0,2,0.3,4,0.2,0,0,1,0.7,4,0.3,1
HortonCreek114,RA,1,0,3,0.5,0,0,4,0.2,0,0,1,0.5,3,0.2,1
HortonCreek114,RA,2,0,2,0.4,0,0,4,0.3,0,0,1,1.9,3,0.3,1
HortonCreek114,RA,3,0,3,0.5,0,0,4,0.8,0,0,1,0.7,3,0.2,0
HortonCreek114,RA,4,0,1,0.7,0,0,5,0.4,0,0,1,0.5,2,0.3,0
HortonCreek114,RA,5,0,2,0.3,0,0,4,0.3,0,0,1,0.4,4,0.2,0
HortonCreek114,JT,6,0,2,0.5,0,0,4,0.7,0,0,1,1.7,3,0.3,0
HortonCreek114,JT,7,0,4,0.8,2,0.3,3,0.3,0,0,2,0.8,3,0.5,1
HortonCreek114,JT,8,0,2,0.4,0,0,4,0.5,0,0,1,1.6,3,0.3,0
HortonCreek114,JT,9,0,0,0,0,0,2,0.3,0,0,2,0.4,4,0.2,2
HortonCreek114,JT,10,0,3,1.6,2,0.3,4,0.9,0,0,1,0.8,3,0.4,1
HortonCreek115,RA,1,1,0,0,0,0,1,0.8,0,0,6,5,0,0,0
HortonCreek115,RA,2,0.5,0,0,0,0,3,1,0,0,3,3.4,1,0.3,0
HortonCreek115,RA,3,0.5,0,0,0,0,4,1,0,0,3,3.9,1,0.3,0
HortonCreek115,RA,4,0.5,0,0,0,0,4,1,0,0,2,6,1,0.1,0
HortonCreek115,RA,5,0.5,0,0,1,0.6,4,1,0,0,2,1,1,0.1,0
HortonCreek115,JT,6,0.5,0,0,0,0,0,0,0,0,6,3.9,0,0,0
HortonCreek115,JT,7,0,0,0,1,1.7,0,0,0,0,5,2.5,0,0,0
HortonCreek115,JT,8,0,0,0,1,0.9,0,0,0,0,4,2.1,0,0,1
HortonCreek115,JT,9,0,0,0,1,0.6,0,0,0,0,5,2.1,0,0,0
HortonCreek115,JT,10,3,0,0,0,0,4,4.3,0,0,4,5.1,0,0,0
HortonCreek116,RA,1,0.5,1,0.8,0,0,5,0.9,0,0,2,2.1,2,0.6,0
HortonCreek116,RA,2,1,2,1.2,0,0,5,1,0,0,2,2.7,2,0.6,0
HortonCreek116,RA,3,0.5,2,1.2,0,0,5,1.5,0,0,1,1.4,1,0.3,0
HortonCreek116,RA,4,0.5,2,0.8,0,0,5,1,0,0,2,1.7,1,0.7,0
HortonCreek116,RA,5,0.5,2,0.4,0,0,5,0.9,0,0,2,2.7,2,0.6,0
HortonCreek116,JT,6,0,0,0,1,0.3,5,0.7,0,0,2,1.6,3,0.2,0
HortonCreek116,JT,7,0,0,0,1,0.2,5,0.5,0,0,3,1.4,2,0.2,1
HortonCreek116,JT,8,0,2,0.7,0,0,5,1.2,0,0,2,2.4,2,0.3,0
HortonCreek116,JT,9,0,1,0.5,1,0.4,5,0.8,0,0,2,2.5,0,0,0
HortonCreek116,JT,10,0,2,0.9,0,0,4,0.9,0,0,3,1.7,1,0.5,0
HortonCreek126,RA,1,0,2,0.6,0,0,4,0.5,0,0,1,0.6,2,0.3,1
HortonCreek126,RA,2,0,2,0.9,0,0,3,0.9,0,0,2,1.2,4,0.4,1
HortonCreek126,RA,3,0.5,2,1.3,0,0,4,1.1,0,0,1,2.1,2,0.5,0
HortonCreek126,RA,4,0,1,0.4,0,0,3,0.3,0,0,1,1,4,0.4,1
HortonCreek126,RA,5,0,0,0,0,0,3,0.2,0,0,1,1,3,0.3,2
HortonCreek126,JT,6,0,0,0,1,0.2,4,0.5,0,0,2,1,4,0.3,3
HortonCreek126,JT,7,0,2,0.4,1,0.3,3,0.4,0,0,2,1.4,6,0.3,0
HortonCreek126,JT,8,0,0,0,1,0.2,3,0.6,0,0,2,2.2,6,0.4,0
HortonCreek126,JT,9,0.5,4,1.8,0,0,4,0.7,0,0,2,3.1,2,0.4,0
HortonCreek126,JT,10,0,2,1,1,0.6,2,0.6,0,0,2,0.8,5,0.5,0
HortonCreek125,RA,1,0,3,2.1,0,0,4,0.8,0,0,2,3,2,0.5,0
HortonCreek125,RA,2,0,1,0.3,0,0,3,0.5,0,0,1,1.5,4,0.4,1
HortonCreek125,RA,3,0,0,0,1,0.2,3,0.2,0,0,0,0,4,0.3,3
HortonCreek125,RA,4,0,0,0,0,0,4,0.5,0,0,1,0.5,4,0.4,2
HortonCreek125,RA,5,0,0,0,0,0,4,0.3,0,0,2,4.8,4,0.3,1
HortonCreek125,JT,6,0,3,0.7,0,0,4,0.5,0,0,1,1,6,0.6,0
HortonCreek125,JT,7,0,3,0.8,3,0.4,3,1.2,0,0,0,0,5,0.5,0
HortonCreek125,JT,8,0,3,1.4,2,0.6,3,1.3,0,0,2,2.2,6,0.5,0
HortonCreek125,JT,9,0,0,0,2,0.7,5,0.6,0,0,2,1.4,5,0.5,0
HortonCreek125,JT,10,0,2,0.7,0,0,5,0.4,0,0,2,0.7,5,0.4,0
HortonCreek124,RA,1,0,0,0,1,0.2,2,0.7,0,0,0,0,2,0.2,5
HortonCreek124,RA,2,0,2,0.5,0,0,3,0.5,0,0,1,0.7,3,0.4,2
HortonCreek124,RA,3,0,0,0,0,0,4,0.8,0,0,1,1.9,4,0.4,2
HortonCreek124,RA,4,0.5,0,0,0,0,4,0.8,0,0,1,1,3,0.4,1
HortonCreek124,RA,5,0,0,0,0,0,3,0.4,0,0,0,0,3,0.3,4
HortonCreek124,JT,6,0,0,0,1,0.3,4,0.3,0,0,0,0,5,0.3,1
HortonCreek124,JT,7,0,2,0.8,1,0.5,3,0.5,0,0,1,1,6,0.6,0
HortonCreek124,JT,8,0,0,0,1,0.4,3,0.5,0,0,0,0,4,0.4,4
HortonCreek124,JT,9,0,0,0,0,0,3,0.8,0,0,1,0.4,4,0.5,4
HortonCreek124,JT,10,0,2,0.6,0,0,2,0.5,0,0,2,0.7,5,0.6,3
HortonCreek123,RA,1,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0
HortonCreek123,RA,2,0.5,0,0,3,0.5,2,0.5,0,0,2,2.5,2,0.5,0
HortonCreek123,RA,3,1.5,0,0,2,8.3,5,1.6,0,0,2,2.6,1,0.1,0
HortonCreek123,RA,4,1,0,0,1,0.5,1,1,0,0,4,3.8,0,0,0
HortonCreek123,RA,5,0,0,0,4,6,0,0,0,0,2,3.4,0,0,2
HortonCreek123,JT,6,2,0,0,2,2.1,1,0.5,0,0,4,3,0,0,0
HortonCreek123,JT,7,0,0,0,0,0,4,0.6,0,0,3,1.9,5,0.5,0
HortonCreek123,JT,8,0,1,0.5,2,0.6,4,0.5,0,0,2,1.9,1,0.2,1
HortonCreek123,JT,9,0,0,0,0,0,4,0.4,0,0,3,1.9,2,0.3,2
HortonCreek123,JT,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
HortonCreek122,RA,1,0,0,0,0,0,4,0.3,0,0,1,0.3,3,0.2,3
HortonCreek122,RA,2,0,0,0,1,0.2,2,0.3,0,0,1,0.4,3,0.2,4
HortonCreek122,RA,3,0,0,0,0,0,4,0.4,0,0,1,1.2,3,0.3,2
HortonCreek122,RA,4,0,0,0,0,0,3,0.3,0,0,1,1,2,0.3,3
HortonCreek122,RA,5,0,0,0,0,0,4,0.3,0,0,1,1,2,0.4,2
HortonCreek122,JT,6,0,0,0,1,0.4,4,0.3,0,0,1,0.4,4,0.6,2
HortonCreek122,JT,7,0,0,0,0,0,1,0.4,0,0,1,0.4,4,0.3,4
HortonCreek122,JT,8,0,0,0,0,0,3,0.5,0,0,2,1.6,4,0.2,2
HortonCreek122,JT,9,0,0,0,0,0,4,0.4,0,0,1,0.8,4,0.3,2
HortonCreek122,JT,10,0,0,0,0,0,1,0.3,0,0,0,0,4,0.3,4
HortonCreek121,RA,1,0,2,10,6,12,2,4.9,0,0,2,6,0,0,0
HortonCreek121,RA,2,0,0,0,6,12.7,0,0,0,0,2,2,0,0,0
HortonCreek121,RA,3,0,0,0,6,14.1,0,0,0,0,2,3.9,0,0,0
HortonCreek121,RA,4,0,0,0,6,10.5,0,0,0,0,3,3.5,0,0,0
HortonCreek121,RA,5,0.5,0,0,3,0.6,1,1.4,0,0,3,1.9,0,0,0
HortonCreek121,JT,6,0.5,3,1.6,0,0,4,1.6,0,0,2,2.2,2,0.8,0
HortonCreek121,JT,7,0.5,0,0,0,0,4,0.7,0,0,3,2.6,2,0.7,0
HortonCreek121,JT,8,0.5,1,0.8,0,0,1,0.4,0,0,4,2.5,0,0,0
HortonCreek121,JT,9,1,1,0.8,1,0.7,2,1.2,0,0,5,2.9,0,0,0
HortonCreek121,JT,10,0.5,1,0.5,3,0.9,3,0.7,0,0,3,3,0,0,0
HortonCreek120,RA,1,0,0,0,1,0.2,0,0,0,0,3,2.1,2,0.5,2
HortonCreek120,RA,2,0,0,0,0,0,0,0,0,0,3,0.7,4,0.3,2
HortonCreek120,RA,3,0,0,0,0,0,0,0,0,0,3,1.4,3,0.5,2
HortonCreek120,RA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
HortonCreek120,RA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
HortonCreek120,JT,6,1.5,0,0,6,24.5,0,0,0,0,4,3.2,0,0,0
HortonCreek120,JT,7,1.5,0,0,5,17,0,0,0,0,3,3.8,0,0,0
HortonCreek120,JT,8,1,1,0.7,6,18,1,0.7,0,0,3,2.2,1,0.3,1
HortonCreek120,JT,9,1.5,0,0,4,8.2,1,0.4,0,0,2,2.9,1,0.3,1
HortonCreek120,JT,10,0,0,0,2,1.3,0,0,0,0,1,1.4,2,0.1,2
HortonCreek119,RA,1,0,2,0.6,0,0,4,0.5,0,0,2,1.1,2,0.3,0
HortonCreek119,RA,2,0,2,0.9,0,0,4,0.7,0,0,2,1.5,3,0.5,0
HortonCreek119,RA,3,0,0,0,0,0,4,1,0,0,2,1,3,0.3,0
HortonCreek119,RA,4,0,0,0,0,0,4,0.5,0,0,2,0.7,4,0.3,0
HortonCreek119,RA,5,0.5,0,0,0,0,5,1.1,0,0,2,0.8,2,0.5,0
HortonCreek119,JT,6,0,0,0,0,0,3,0.4,0,0,1,2.4,5,0.3,1
HortonCreek119,JT,7,0,0,0,0,0,3,0.5,0,0,1,2.3,5,0.5,2
HortonCreek119,JT,8,0,1,0.4,1,0.3,4,0.6,0,0,2,1.8,6,0.5,1
HortonCreek119,JT,9,0,0,0,0,0,4,0.4,0,0,1,0.4,6,0.3,1
HortonCreek119,JT,10,0,3,0.7,0,0,3,0.6,0,0,2,2.2,4,0.5,1
HortonCreek118,RA,1,0.5,0,0,3,0.7,3,0.6,0,0,2,2.4,0,0,0
HortonCreek118,RA,2,0,0,0,2,0.5,3,1,0,0,2,1.5,2,0.4,0
