Site,Observer,Subpoint,VOR,PDB,DBHt,PW,WHt,PE,EHt,PA,AHt,PH,HHt,PL,LHt,PB
LivingstonCreek11,RA,5,0,0,0,2,0.2,2,0.2,0,0,2,0.5,4,0.1,4
LivingstonCreek11,RR,6,0.5,0,0,0,0,3,0.9,0,0,3,1.7,4,0.3,0
LivingstonCreek11,RR,7,0,0,0,0,0,4,0.8,0,0,1,1,3,0.3,3
LivingstonCreek11,RR,8,0.5,0,0,0,0,2,0.6,0,0,3,2.2,5,0.4,2
LivingstonCreek11,RR,9,0,0,0,0,0,1,0.2,0,0,3,2.3,5,0.3,3
LivingstonCreek11,RR,10,0.5,0,0,0,0,3,0.8,0,0,2,1.5,4,0.8,3
LivingstonCreek19,RA,1,0.5,0,0,2,0.8,1,0.9,0,0,3,2.7,1,0.5,0
LivingstonCreek19,RA,2,0.5,0,0,2,0.4,1,0.2,0,0,4,1.9,2,0.3,3
LivingstonCreek19,RA,3,2,0,0,2,0.7,4,1.7,0,0,3,0.9,1,0.3,1
LivingstonCreek19,RA,4,0.5,0,0,2,0.9,4,1.1,0,0,2,2,2,0.3,0
LivingstonCreek19,RA,5,1,0,0,2,0.4,0,0,0,0,4,1.8,0,0,2
LivingstonCreek19,RR,6,1.5,0,0,3,2.2,2,2,0,0,4,3.6,0,0,0
LivingstonCreek19,RR,7,1,0,0,2,2.8,1,0.8,0,0,3,2.8,1,0.5,0
LivingstonCreek19,RR,8,3,0,0,4,3.5,3,2.6,0,0,3,3.4,2,0.4,0
LivingstonCreek19,RR,9,1,0,0,2,0.8,0,0,0,0,5,3.1,1,0.1,0
LivingstonCreek19,RR,10,0.5,0,0,3,3.6,1,0.7,0,0,5,3.9,1,0.3,0
LivingstonCreek110,RA,1,1.5,0,0,1,0.6,4,2,0,0,3,3.2,1,0.9,0
LivingstonCreek110,RA,2,1.5,2,1.1,1,1.2,2,1.3,0,0,4,4.1,0,0,0
LivingstonCreek110,RA,3,1,1,1.4,1,0.3,1,0.8,0,0,5,3.1,0,0,0
LivingstonCreek110,RA,4,0.5,1,1.5,0,0,4,1.1,0,0,2,3.1,1,0.7,0
LivingstonCreek110,RA,5,1,1,0.8,1,0.8,1,1.2,0,0,6,3.5,1,0.6,0
LivingstonCreek110,RR,6,1.5,2,1,0,0,4,1.4,0,0,3,3,3,0.8,0
LivingstonCreek110,RR,7,1,1,0.3,0,0,3,0.7,0,0,3,1.7,4,0.5,0
LivingstonCreek110,RR,8,0.5,1,0.4,0,0,3,1.2,0,0,4,2.2,3,1,0
LivingstonCreek110,RR,9,1,1,1.6,0,0,6,1.7,0,0,1,2.3,3,0.5,0
LivingstonCreek110,RR,10,1.5,1,0.8,2,3.1,2,2.7,0,0,4,4,0,0,0
LivingstonCreek111,RA,1,0.5,0,0,1,0.6,1,0.6,0,0,6,2.5,0,0,0
LivingstonCreek111,RA,2,0.5,1,0.6,1,0.6,1,1.2,0,0,6,2.1,1,0.4,0
LivingstonCreek111,RA,3,0.5,0,0,1,0.3,0,0,0,0,6,2.8,0,0,0
LivingstonCreek111,RA,4,1.5,2,1.5,1,0.2,1,0.8,0,0,4,3.8,0,0,0
LivingstonCreek111,RA,5,1.5,0,0,1,1.2,4,2.2,0,0,3,4.1,0,0,0
LivingstonCreek111,RR,6,1.5,0,0,1,0.3,3,1.8,0,0,3,2.6,4,0.5,0
LivingstonCreek111,RR,7,1,1,0.4,2,1.1,3,1,0,0,4,3.2,1,0.1,0
LivingstonCreek111,RR,8,1,1,0.8,1,0.9,2,0.4,0,0,5,2.3,2,0.4,1
LivingstonCreek111,RR,9,0.5,0,0,1,1.3,3,0.9,0,0,5,2.9,2,0.5,1
LivingstonCreek111,RR,10,1,2,1.5,0,0,4,1.4,0,0,3,1.8,1,0.1,0
LivingstonCreek24,RA,1,1,0,0,2,1,1,0.8,0,0,5,2.5,1,0.6,0
LivingstonCreek24,RA,2,2,0,0,4,1,0,0,0,0,3,3.4,1,0.5,0
LivingstonCreek24,RA,3,1,0,0,2,1,0,0,0,0,4,1.9,2,0.5,0
LivingstonCreek24,RA,4,0,0,0,3,0.6,1,0.6,0,0,4,2.5,0,0,0
LivingstonCreek24,RA,5,1,0,0,3,1.3,1,0.5,0,0,3,3.3,2,0.9,0
LivingstonCreek24,RR,6,0.5,0,0,3,1.3,0,0,0,0,3,3,2,0.8,0
LivingstonCreek24,RR,7,0.5,0,0,3,0.8,0,0,0,0,4,2.8,0,0,0
LivingstonCreek24,RR,8,0.5,0,0,3,0.6,0,0,0,0,4,3.1,0,0,0
LivingstonCreek24,RR,9,1.5,0,0,3,1,0,0,0,0,5,3.8,0,0,0
LivingstonCreek24,RR,10,1.5,0,0,3,0.9,1,0.7,0,0,5,3,1,0.6,0
LivingstonCreek23,RA,1,1,0,0,3,1.8,0,0,0,0,4,2.6,0,0,0
LivingstonCreek23,RA,2,1.5,0,0,2,1,1,0.7,0,0,4,3,0,0,0
LivingstonCreek23,RA,3,0.5,0,0,3,0.7,0,0,0,0,3,2.5,0,0,0
LivingstonCreek23,RA,4,1.5,0,0,3,1.5,0,0,0,0,4,3.4,0,0,0
LivingstonCreek23,RA,5,1,0,0,3,0.6,0,0,0,0,4,3,0,0,0
LivingstonCreek23,RR,6,0.5,0,0,2,0.7,1,1.1,0,0,3,2.3,1,0.2,0
LivingstonCreek23,RR,7,0.5,0,0,1,0.6,0,0,0,0,4,3.2,0,0,0
LivingstonCreek23,RR,8,0,0,0,3,1,0,0,0,0,3,2.9,0,0,0
LivingstonCreek23,RR,9,0.5,0,0,2,0.7,3,1.2,0,0,2,2.2,2,0.5,1
LivingstonCreek23,RR,10,1,0,0,3,0.8,0,0,0,0,3,2.6,0,0,0
LivingstonCreek22,RA,1,0.5,0,0,3,0.7,1,0.4,0,0,2,2.3,0,0,0
LivingstonCreek22,RA,2,1,0,0,2,1.2,1,0.6,0,0,5,2,1,0.4,0
LivingstonCreek22,RA,3,1.5,0,0,2,1.3,0,0,0,0,4,2,1,0.7,1
LivingstonCreek22,RA,4,1,0,0,4,2.5,0,0,0,0,3,2.6,0,0,0
LivingstonCreek22,RA,5,1,0,0,2,0.7,2,0.4,0,0,5,2.3,1,0.5,0
LivingstonCreek22,RR,6,0.5,0,0,2,0.9,2,1.3,0,0,3,2.1,4,0.5,0
LivingstonCreek22,RR,7,0.5,0,0,3,0.9,0,0,0,0,4,1.4,0,0,0
LivingstonCreek22,RR,8,0.5,0,0,2,0.4,2,0.3,0,0,4,2.4,4,0.4,0
LivingstonCreek22,RR,9,0.5,0,0,2,1.1,0,0,0,0,6,2.4,3,0.6,0
LivingstonCreek22,RR,10,1,0,0,1,0.8,3,1.3,0,0,5,2.6,2,0.5,0
LivingstonCreek21,RA,1,1,1,0.9,2,0.8,0,0,0,0,4,2.8,2,0.6,0
LivingstonCreek21,RA,2,1.5,0,0,3,1.3,0,0,0,0,4,4,0,0,0
LivingstonCreek21,RA,3,1,0,0,2,0.8,2,1,0,0,4,3,1,0.4,0
LivingstonCreek21,RA,4,2,0,0,3,1.7,0,0,0,0,4,3.7,1,0.6,0
LivingstonCreek21,RA,5,1,0,0,2,0.6,1,0.5,0,0,4,3.5,1,0.3,0
LivingstonCreek21,RR,6,2,0,0,4,3.7,0,0,0,0,3,3.4,0,0,0
LivingstonCreek21,RR,7,1,0,0,1,1.1,0,0,0,0,3,1.8,3,0.5,0
LivingstonCreek21,RR,8,2.5,0,0,4,3,0,0,0,0,3,4.1,0,0,0
LivingstonCreek21,RR,10,0.5,1,2.7,4,3.9,2,1.1,0,0,4,2.7,2,0.7,0
LivingstonCreek21,RR,9,1.5,0,0,3,2.5,0,0,0,0,4,2.9,0,0,0
McAdamCreek18,RA,1,0,0,0,1,0.1,1,1.7,0,0,3,3.1,1,0.6,0
McAdamCreek18,RA,2,9,0,0,2,1,2,1.5,0,0,2,1.8,1,0.7,0
McAdamCreek18,RA,3,1,0,0,1,0.6,1,0.9,0,0,4,2.9,0,0,0
McAdamCreek18,RA,4,1.5,0,0,2,8.5,3,1.2,0,0,2,3.1,0,0,0
McAdamCreek18,RA,5,0.5,0,0,2,17.7,2,0.2,0,0,2,2.7,0,0,0
McAdamCreek18,RA,6,3,0,0,3,3.1,2,2.2,0,0,2,3.3,2,0.3,0
McAdamCreek18,RA,7,4.5,2,7.2,1,5.4,3,2.9,0,0,1,2.2,2,0.3,0
McAdamCreek18,RA,8,1,0,0,2,7.5,3,1.1,0,0,2,1.6,0,0,0
McAdamCreek18,RA,9,0.5,1,1.8,1,1.6,1,0.4,0,0,3,1.2,1,0.2,0
McAdamCreek18,RA,10,1.5,0,0,1,0.7,2,0.8,0,0,5,3.2,0,0,0
McAdamCreek18,RA,11,0.5,1,0.6,0,0,1,0.4,0,0,3,2,1,0.2,3
McAdamCreek18,RA,12,0.5,0,0,0,0,1,0.6,0,0,3,2.6,1,0.2,3
McAdamCreek18,RA,13,1,0,0,1,0.6,1,0.5,0,0,4,2.7,1,0.4,3
McAdamCreek18,RA,14,1,0,0,0,0,1,0.3,0,0,3,2.3,0,0,3
McAdamCreek18,RA,15,0,1,0.4,1,0.2,1,0.5,0,0,3,1,3,0.3,0
McAdamCreek17,RA,1,1,0,0,1,2.6,0,0,0,0,4,3,0,0,0
McAdamCreek17,RA,2,1.5,0,0,2,2.8,1,0.3,0,0,3,2.3,1,0.2,0
McAdamCreek17,RA,3,1,0,0,1,0.2,1,0.3,0,0,3,2.2,2,0.1,0
McAdamCreek17,RA,4,3,0,0,3,4.3,0,0,0,0,3,3.9,0,0,0
McAdamCreek17,RA,5,1,0,0,2,0.5,2,1,0,0,3,2.1,1,0.4,0
McAdamCreek17,RA,6,0.5,0,0,0,0,0,0,0,0,2,0.9,1,0.1,0
McAdamCreek17,RA,7,0.5,0,0,0,0,0,0,0,0,4,1.6,1,0.3,0
McAdamCreek17,RA,8,0.5,0,0,0,0,0,0,0,0,2,1.7,0,0,0
McAdamCreek17,RA,9,0.5,0,0,2,0.6,0,0,0,0,2,1.8,0,0,0
McAdamCreek17,RA,10,3.5,0,0,1,0.4,2,0.6,0,0,2,1.1,1,0.4,0
McAdamCreek17,RA,11,1,0,0,2,0.7,3,1.1,0,0,3,2,1,0.4,0
McAdamCreek17,RA,12,0.5,0,0,2,0.5,3,1.1,0,0,3,1.8,2,0.6,0
McAdamCreek17,RA,13,1,0,0,2,0.4,2,0.5,0,0,2,1.4,3,0.4,0
McAdamCreek17,RA,14,0,0,0,2,0.5,2,0.8,0,0,3,1.6,2,0.3,0
McAdamCreek17,RA,15,0.5,0,0,2,0.7,3,0.6,0,0,2,1.9,2,0.1,0
McAdamCreek16,RA,1,1.5,1,1.3,1,1.2,0,0,0,0,5,3.5,0,0,0
McAdamCreek16,RA,2,1.5,0,0,2,1.1,1,0.7,0,0,5,3.7,0,0,0
McAdamCreek16,RA,3,1,2,3.3,1,1.5,0,0,0,0,4,2,1,0.2,0
McAdamCreek16,RA,4,1.5,2,1.2,2,0.5,2,0.9,0,0,4,2.6,1,0.3,0
McAdamCreek16,RA,5,0.5,0,0,1,0.7,1,0.6,0,0,3,2.2,1,0.4,0
McAdamCreek16,RA,6,0.5,0,0,2,0.6,1,0.5,0,0,3,2,1,0.1,0
McAdamCreek16,RA,7,1.5,0,0,2,1.1,1,1.1,0,0,4,2.4,0,0,0
McAdamCreek16,RA,8,1,0,0,2,0.7,1,1.2,0,0,3,2.2,0,0,0
McAdamCreek16,RA,9,1.5,0,0,3,2.9,3,1.9,0,0,2,2.8,1,0.6,0
McAdamCreek16,RA,10,1,0,0,2,0.7,0,0,0,0,3,1.8,0,0,0
McAdamCreek16,RA,11,2.5,0,0,2,1.6,2,1,0,0,5,2.8,2,0.6,0
McAdamCreek16,RA,12,1,0,0,2,0.8,1,0.5,0,0,4,2.5,1,0.1,0
McAdamCreek16,RA,13,1,2,1.5,1,1.7,2,2,0,0,3,2.3,2,0.5,0
McAdamCreek16,RA,14,1,0,0,1,0.4,1,0.6,0,0,5,3.1,1,0.8,0
McAdamCreek16,RA,15,2,0,0,2,1.2,0,0,0,0,4,3.4,0,0,0
McAdamCreek15,RA,1,1,3,0.7,1,0.5,1,0.8,0,0,3,1.2,2,0.3,0
McAdamCreek15,RA,2,0.5,0,0,2,0.6,1,0.6,0,0,2,1.5,2,0.6,1
McAdamCreek15,RA,3,1.5,2,1.2,2,0.8,0,0,0,0,4,1.9,2,0.6,0
McAdamCreek15,RA,4,1.5,3,1.1,0,0,3,0.8,0,0,3,0.9,2,0.3,0
McAdamCreek15,RA,5,1,0,0,3,0.8,3,0.5,0,0,2,1.2,2,0.4,0
McAdamCreek15,RA,6,0.5,0,0,2,0.6,1,0.4,0,0,3,1.7,2,0.4,0
McAdamCreek15,RA,7,2,0,0,3,0.8,1,0.3,0,0,3,2.2,2,0.4,0
McAdamCreek15,RA,8,1,0,0,0,0,2,0.4,0,0,3,1.3,2,0.3,0
McAdamCreek15,RA,9,1.5,0,0,1,1.2,2,1,0,0,4,2.9,1,0.4,1
McAdamCreek15,RA,10,0.5,0,0,2,0.7,1,0.4,0,0,3,1.3,1,0.4,0
McAdamCreek15,RA,11,0.5,0,0,2,2,0,0,0,0,3,2.1,1,0.5,0
McAdamCreek15,RA,12,1,0,0,2,0.6,2,0.4,0,0,4,2.3,1,0.3,0
McAdamCreek15,RA,13,0.5,0,0,1,0.5,1,0.8,0,0,3,2.8,2,0.5,0
McAdamCreek15,RA,14,1.5,0,0,3,2.4,3,0.9,0,0,3,1.5,2,0.6,0
McAdamCreek15,RA,15,0.5,0,0,1,0.4,2,0.5,0,0,3,1.1,2,0.6,0
McAdamCreek14,RA,1,3.5,2,2.9,1,2.2,1,0.7,0,0,5,2.3,0,0,0
McAdamCreek14,RA,2,2,0,0,0,0,0,0,0,0,5,3.9,0,0,0
McAdamCreek14,RA,3,2,4,2.2,0,0,3,1.7,0,0,1,1.9,2,0.8,0
McAdamCreek14,RA,4,2,2,1.2,2,2,1,1.1,0,0,3,2.9,0,0,0
McAdamCreek14,RA,5,1.5,2,2.5,2,3.6,2,1.8,0,0,4,3.9,0,0,0
McAdamCreek14,RA,6,0.5,2,2.9,0,0,3,1.8,0,0,2,2.1,2,0.2,0
McAdamCreek14,RA,7,1.5,1,1.1,1,1.5,1,1.9,0,0,5,2.2,0,0,0
McAdamCreek14,RA,8,0.5,3,2.3,0,0,3,1.5,0,0,2,1.7,2,0.5,0
McAdamCreek14,RA,9,1.5,1,2.3,0,0,1,1.5,0,0,6,2.9,0,0,0
McAdamCreek14,RA,10,3,1,1.8,1,0.6,1,1.6,0,0,5,3.3,0,0,0
McAdamCreek14,RA,11,1.5,3,3.2,0,0,3,2.2,0,0,1,1.1,2,0.9,0
McAdamCreek14,RA,12,2,3,4.1,0,0,2,2.3,0,0,3,3.1,0,0,0
McAdamCreek14,RA,13,2,0,0,1,1.1,0,0,0,0,6,3,0,0,0
McAdamCreek14,RA,14,2.5,4,2.6,0,0,3,2.4,0,0,1,2.1,1,0.4,0
McAdamCreek14,RA,15,2.5,1,1.5,1,1,0,0,0,0,5,4,0,0,0
McAdamCreek13,RA,1,1.5,0,0,1,1,1,1,0,0,6,2.4,0,0,0
McAdamCreek13,RA,2,1.5,0,0,1,0.3,1,0.7,0,0,5,3.4,0,0,0
McAdamCreek13,RA,3,1.5,2,2.1,2,2,2,2,0,0,4,2.3,1,0.1,0
McAdamCreek13,RA,4,2.5,3,4.4,1,3.2,2,3.1,0,0,4,5.3,0,0,0
McAdamCreek13,RA,5,1.5,2,3.6,1,1.2,1,0.8,0,0,5,2.9,0,0,0
McAdamCreek13,RA,6,3.5,5,3,0,0,2,4,0,0,0,0,2,0.3,0
McAdamCreek13,RA,7,1.5,3,1.9,1,1.1,1,2,0,0,3,2,1,0.6,0
McAdamCreek13,RA,8,1.5,0,0,1,1.2,1,0.7,0,0,4,3.3,0,0,0
McAdamCreek13,RA,9,4,1,1.2,4,3.1,2,1,0,0,4,2.8,0,0,0
McAdamCreek13,RA,10,5,3,2.7,1,1.9,2,1.9,0,0,2,2.6,2,0.6,0
McAdamCreek13,RR,11,1,1,1.6,0,0,1,2.4,0,0,5,2.8,0,0,0
McAdamCreek13,RR,12,2,3,2.9,1,1.1,1,0.4,0,0,3,1.9,0,0,0
McAdamCreek13,RR,13,1.5,2,1.3,1,0.7,1,1.6,0,0,5,4,1,0.2,0
McAdamCreek13,RR,14,1,3,1.7,0,0,2,1.1,0,0,3,2.5,0,0,0
McAdamCreek13,RR,15,1,1,1.4,2,1.3,3,2.4,0,0,3,2.3,2,0.5,0
McAdamCreek12,RA,1,1.5,2,2,1,1.2,2,0.8,0,0,3,2,1,0.6,0
McAdamCreek12,RA,2,2.5,1,1.4,1,1,2,1.5,0,0,5,2.4,0,0,0
McAdamCreek12,RA,3,1.5,1,1.7,1,1.3,2,2.1,0,0,6,2.6,0,0,0
McAdamCreek12,RA,4,1.5,1,0.9,0,0,2,1.3,0,0,4,2.4,1,0.5,0
McAdamCreek12,RA,5,1.5,2,1.2,0,0,2,0.7,0,0,4,2.2,1,0.5,0
McAdamCreek12,RA,6,2,2,1.2,0,0,2,0.6,0,0,3,2.4,0,0,0
McAdamCreek12,RA,7,1,1,1.2,1,1,1,1.1,0,0,4,1.5,1,0.1,0
McAdamCreek12,RA,8,1.5,1,2.1,1,0.4,1,0.6,0,0,5,1.7,1,0.6,0
McAdamCreek12,RA,9,1.5,1,2,1,1.1,1,1.3,0,0,5,1.9,0,0,0
McAdamCreek12,RA,10,1.5,1,0.6,2,1.7,1,1.3,0,0,4,1.9,0,0,0
McAdamCreek12,RR,11,1.5,1,1,1,2,2,0.9,0,0,4,0.5,0,0,0
McAdamCreek12,RR,12,1.5,2,2.9,0,0,2,1.3,0,0,5,2.1,0,0,0
McAdamCreek12,RR,13,1.5,2,1,2,2.6,0,0,0,0,5,2.4,0,0,0
McAdamCreek12,RR,14,1.5,2,2,0,0,3,0.7,0,0,3,2.5,1,0.4,0
McAdamCreek12,RR,15,3,1,1.2,0,0,3,2.4,0,0,4,3.7,0,0,0
McAdamCreek11,RA,1,2,2,2.1,2,2.2,2,1.1,0,0,3,2.8,0,0,0
McAdamCreek11,RA,2,1,2,2,0,0,2,1.2,0,0,3,1.7,1,0.7,0
McAdamCreek11,RA,3,2,1,1.7,1,0.9,2,2.6,0,0,4,3.2,0,0,0
McAdamCreek11,RA,4,1.5,0,0,1,0.9,1,1.8,0,0,6,2.5,0,0,0
McAdamCreek11,RA,5,1.5,2,2.3,0,0,2,1.4,0,0,4,1.7,0,0,0
McAdamCreek11,RA,6,3,1,2.4,0,0,3,2,0,0,3,2.9,0,0,0
McAdamCreek11,RA,7,1.5,2,1.6,0,0,3,1.6,0,0,4,2.7,0,0,0
McAdamCreek11,RA,8,1.5,3,1.7,1,0.7,1,1.3,0,0,4,2.6,0,0,0
McAdamCreek11,RA,9,1.5,1,0.9,1,1.5,2,1.7,0,0,5,3.3,1,1.3,0
McAdamCreek11,RA,10,1,1,0.6,0,0,2,1.2,0,0,5,2.3,0,0,0
McAdamCreek11,RR,11,2,2,1.5,0,0,3,2.3,0,0,2,2.1,2,0.2,0
McAdamCreek11,RR,12,0.5,2,0.8,0,0,4,1.3,0,0,2,2.2,1,0.5,0
McAdamCreek11,RR,13,1.5,3,1.4,0,0,4,1.2,0,0,2,2.2,2,0.8,0
McAdamCreek11,RR,14,1.5,4,2.1,0,0,3,1.4,0,0,1,2.9,2,0.6,0
McAdamCreek11,RR,15,1,2,0.8,0,0,4,1.6,0,0,1,1.8,4,0.7,0
McAdamCreek27,RA,1,1,0,0,1,0.3,1,0.2,0,0,4,2.4,1,0.1,0
McAdamCreek27,RA,2,1,0,0,1,1.4,1,1,0,0,3,1.8,1,0.1,0
McAdamCreek27,RA,3,0.5,0,0,3,4,0,0,0,0,3,0.9,1,0.1,0
McAdamCreek27,RA,4,1,0,0,3,3.3,0,0,0,0,3,1.2,1,0.1,1
McAdamCreek27,RA,5,5,0,0,3,11.3,1,0.2,0,0,2,2,0,0,0
McAdamCreek27,RR,6,5.5,4,3.6,4,6.8,4,1.6,0,0,3,1.8,0,0,0
McAdamCreek27,RR,7,3,3,2.9,0,0,4,2.8,0,0,3,2.5,0,0,0
McAdamCreek27,RR,8,2,1,2.3,1,1.9,3,1.8,0,0,4,2.7,0,0,0
McAdamCreek27,RR,9,1,2,1.7,1,0.6,3,1.4,0,0,4,3.8,3,0.6,0
McAdamCreek27,RR,10,2.5,2,2.8,2,2.3,3,2.1,0,0,3,2.7,0,0,0
McAdamCreek26,RA,1,1,2,1.8,0,0,2,1.2,0,0,3,1.7,0,0,0
McAdamCreek26,RA,2,2.5,2,1.7,1,1.3,2,1.3,0,0,5,2.5,0,0,0
McAdamCreek26,RA,3,3.5,3,3.4,1,0.3,2,2.7,0,0,5,2.2,0,0,0
McAdamCreek26,RA,4,2,2,3.2,2,1.3,2,1.3,0,0,4,2.5,0,0,0
McAdamCreek26,RA,5,2,0,0,1,0.7,2,1.2,0,0,5,2.7,1,0.2,0
McAdamCreek26,RR,6,1.5,3,1.9,1,1.1,4,2.6,0,0,2,2,2,0.7,0
McAdamCreek26,RR,7,1.5,3,2.7,0,0,4,2.2,0,0,3,2.7,0,0,0
McAdamCreek26,RR,8,2,2,1.9,2,2,2,2.4,0,0,4,4.7,0,0,0
McAdamCreek26,RR,9,1,0,0,1,0.8,3,1.2,0,0,3,2.5,4,0.8,0
McAdamCreek26,RR,10,1.5,1,1.6,1,1,2,1,0,0,5,3.2,0,0,0
McAdamCreek25,RA,1,1.5,0,0,2,1.1,2,1.4,0,0,4,1.8,0,0,0
McAdamCreek25,RA,2,1.5,0,0,1,0.5,1,1,0,0,6,3.6,0,0,0
McAdamCreek25,RA,3,1.5,1,1.6,1,0.7,0,0,0,0,6,3.4,1,0.2,0
McAdamCreek25,RA,4,1,2,1.7,2,0.7,1,1.1,0,0,5,2.6,1,0.3,0
McAdamCreek25,RA,5,2,2,1.4,2,1.2,1,1.3,0,0,4,2.1,1,0.2,0
McAdamCreek25,RR,6,0.5,0,0,1,0.6,1,1.2,0,0,5,2.2,0,0,0
McAdamCreek25,RR,7,1,0,0,1,1.1,1,0.8,0,0,5,2.3,3,0.4,0
McAdamCreek25,RR,8,1.5,4,1,1,0.8,3,0.9,0,0,4,2.8,2,0.7,0
McAdamCreek25,RR,9,0.5,0,0,1,0.7,1,1,0,0,5,2.4,0,0,0
McAdamCreek25,RR,10,1.5,2,1.9,2,1.6,4,1.3,0,0,2,2.5,2,0.6,0
McAdamCreek24,RA,1,2,0,0,1,0.1,2,0.4,0,0,2,0.6,3,0.3,0
McAdamCreek24,RA,2,2,0,0,3,0.6,2,1.7,0,0,4,1.9,1,0.2,0
McAdamCreek24,RA,3,0.5,0,0,2,0.3,1,1.2,0,0,3,2.2,2,0.4,2
McAdamCreek24,RA,4,1,0,0,2,0.7,1,0.7,0,0,4,2,1,0.4,0
McAdamCreek24,RA,5,1,0,0,1,0.1,2,0.7,0,0,2,1,1,0.1,4
McAdamCreek24,RR,6,0,0,0,2,0.3,4,0.3,0,0,2,1.2,5,0.1,0
McAdamCreek24,RR,7,1,0,0,2,0.4,3,0.2,0,0,1,1.5,4,0.4,1
McAdamCreek24,RR,8,1,0,0,3,0.6,3,0.9,0,0,3,2.3,1,0.2,0
McAdamCreek24,RR,9,1,0,0,2,0.8,2,1.1,0,0,5,2.2,1,0.1,0
McAdamCreek24,RR,10,0.5,0,0,2,0.4,1,0.5,0,0,4,1.9,3,0.5,0
McAdamCreek23,RA,1,0.5,0,0,2,0.5,1,0.1,0,0,3,2.2,1,0.2,0
McAdamCreek23,RA,2,1,0,0,1,0.8,1,0.4,0,0,3,1.8,1,0.4,0
McAdamCreek23,RA,3,1.5,0,0,2,0.7,1,0.8,0,0,4,1.8,0,0,0
McAdamCreek23,RA,4,1,0,0,2,1,1,0.8,0,0,4,2.8,0,0,0
McAdamCreek23,RA,5,1,0,0,3,0.8,1,0.9,0,0,3,1.7,1,0.6,0
McAdamCreek23,RR,6,0.5,0,0,2,0.3,5,0.6,0,0,3,0.7,4,0.3,0
McAdamCreek23,RR,7,1,0,0,2,0.5,5,0.4,0,0,3,1.4,3,0.4,0
McAdamCreek23,RR,8,3,0,0,1,1,1,0.5,0,0,4,4.1,2,0.6,0
McAdamCreek23,RR,9,0,0,0,2,0.9,4,0.3,0,0,3,2.2,3,0.1,0
McAdamCreek23,RR,10,1,0,0,2,0.4,4,0.8,0,0,3,2.1,2,0.2,0
McAdamCreek22,RA,1,1,0,0,1,0.7,1,0.9,0,0,3,2.5,0,0,0
McAdamCreek22,RA,2,1,0,0,1,0.5,2,0.7,0,0,4,3.2,1,0.1,0
McAdamCreek22,RA,3,1,0,0,2,0.7,1,0.9,0,0,3,2.6,1,0.1,0
McAdamCreek22,RA,4,1,0,0,2,0.5,2,0.8,0,0,3,2.4,2,0.3,0
McAdamCreek22,RA,5,1,0,0,2,0.4,1,0.2,0,0,4,2.6,1,0.2,0
McAdamCreek22,RR,6,2,3,1.9,3,1.7,3,1.1,0,0,1,1.4,3,0.7,0
McAdamCreek22,RR,7,1.5,0,0,1,0.7,4,0.9,0,0,3,1.9,2,0.7,0
McAdamCreek22,RR,8,0.5,0,0,1,0.8,3,1.2,0,0,4,2.1,1,0.6,0
McAdamCreek22,RR,9,1,0,0,2,0.7,3,1.1,0,0,4,1.6,3,0.6,0
McAdamCreek22,RR,10,1.5,0,0,1,0.7,3,0.4,0,0,5,2.8,0,0,0
McAdamCreek21,RA,1,1,0,0,1,0.5,2,0.5,0,0,2,1.5,2,0.2,0
McAdamCreek21,RA,2,1,0,0,1,0.5,2,0.2,0,0,2,1.7,2,0.3,0
McAdamCreek21,RA,3,0.5,0,0,2,1.7,2,0.8,0,0,2,0.3,1,0.6,0
McAdamCreek21,RA,4,3,0,0,2,0.4,2,0.9,0,0,2,1.2,1,0.3,0
McAdamCreek21,RA,5,1.5,2,2.8,1,0.3,3,1.4,0,0,2,1.9,1,0.5,0
McAdamCreek21,RR,6,1,0,0,3,1,2,2.2,0,0,4,3.3,0,0,0
McAdamCreek21,RR,7,1.5,4,5,2,1.3,2,1.7,0,0,3,5.4,2,0.6,0
McAdamCreek21,RR,8,8,0,0,5,10.2,3,1.5,0,0,1,2.6,1,0.7,0
McAdamCreek21,RR,9,3,0,0,5,10.1,3,3.1,0,0,3,2.2,0,0,0
McAdamCreek21,RR,10,1,0,0,3,0.8,1,1.4,0,0,4,2.3,0,0,0
